,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,kappa,gamma,rho,zeta
0,-50,-0.039772707517360395,0.04616436099744714,-0.01670523948300584,1.1936762155286829,-23.941786693742383,-2.2795437626058734,-1.3758736305663377,1.585893346782119,-0.004791520405633687,
1,-40,-0.028439005438618548,0.023071423842391248,-0.015756617562079356,0.913752153874392,-19.228934985002844,-1.7552571611499146,0.004914504026376498,1.3271348472339684,-0.0005819421691977134,
2,-30,-0.061850437663790725,0.017666848197417373,-0.023425277304500725,0.6458134739441013,-14.467492240046642,-1.271028940567176,0.009531057353573402,1.0478794240920797,-0.05339693912521648,
3,-20,-0.015897535505038363,0.006702631148969296,-0.015489178700001105,0.40594517172265476,-9.690287285955968,-0.20541452908621194,0.007828367968865102,0.6917708400414613,-0.008539450102307278,
4,-10,-0.011612466585064762,-0.0016243912516977765,-0.01669600483338307,0.0928121445083141,-4.8394723236588,-0.09838045684815722,-0.003333229430868556,0.3629384746667741,-0.01352365791904564,
5,0,-0.019321947398853734,-0.019321947398853734,-0.019321947398853734,-0.019321947398853734,-0.019321947398853734,-0.01918173308261828,-0.019321947398853734,-0.019321947398853734,-0.018956968567407362,
6,10,-0.08148755993807599,-0.023588303461286042,-0.024436211025269383,-0.14388770748768875,4.8618260133435065,0.038331740584585106,-0.03389339982142747,-0.3997333775624945,-0.01567720854745991,-1.598669354609783
7,20,-0.044187033060283376,-0.0355448773757705,-0.02044211553274833,-0.35415836978868187,9.79056190107872,0.09317458793416389,-0.05068159398941008,-0.8013718849222529,-0.015189599470399884,
8,30,-0.024029803233716063,-0.04502237873338366,-0.0230516510999923,-0.5206843872194722,14.679028973493956,0.14558295010054234,-0.11876562288862802,-1.1929863294000032,-0.013846534419503786,
9,40,-0.03428954653593719,-0.055230792290972275,-0.020788933998305836,-0.6507464006319963,19.66862372893805,0.19502148188021984,-0.12654494617772016,-1.5672603202886992,-0.01598741252243352,
10,50,-0.160146285331364,-0.06038425942019865,-0.016730171479995004,-0.7692267939905184,24.69403943298083,1.340102503177909,-0.3679797022030584,-1.9404932783766982,-0.05190178471614626,
11,-100,,,,,,,,,,27.036952975464978
12,-94,,,,,,,,,,25.405231711001175
13,-88,,,,,,,,,,23.66786521145856
14,-82,,,,,,,,,,21.95724319610641
15,-76,,,,,,,,,,20.166056920745334
16,-69,,,,,,,,,,18.292781878392848
17,-63,,,,,,,,,,16.529528783299963
18,-57,,,,,,,,,,14.68156147228694
19,-51,,,,,,,,,,12.818617420730227
20,-45,,,,,,,,,,11.020343405109312
21,-39,,,,,,,,,,9.223759377386598
22,-33,,,,,,,,,,7.5123480129968945
23,-27,,,,,,,,,,5.879696638870446
24,-21,,,,,,,,,,4.332733298893743
25,-15,,,,,,,,,,2.889886509417039
26,-8,,,,,,,,,,1.5975975455228886
27,-2,,,,,,,,,,0.40877962114651556
28,4,,,,,,,,,,-0.6577640061856238
29,16,,,,,,,,,,-2.4257923314111807
30,22,,,,,,,,,,-3.141582916681185
